dataset,task,model,seed,class,precision,recall,f1,support
NF-ToN-IoT-v2,binary,sage_edge,22,Attack,0.9956254796623177,0.9887806588314203,0.992191264311554,65601.0
NF-ToN-IoT-v2,binary,sage_edge,33,Benign,0.931008339651251,0.9824,0.9560140132347217,10000.0
NF-ToN-IoT-v2,binary,sage_edge,33,Attack,0.9972943473381605,0.9889026081919483,0.9930807500956754,65601.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,Benign,0.8129508196721311,0.4959,0.6160248447204969,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,Bot,0.9962132536123568,0.9997,0.9979535812328425,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,Brute Force,0.9761238761238761,0.9771,0.9766116941529236,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,DDoS,0.9655651483576462,0.973,0.9692683169796285,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,DoS,0.9986666666666667,0.9737,0.9860253164556962,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,Infilteration,0.6458029728942,0.8863,0.7471758556735795,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,11,injection,0.033419023136246784,0.15294117647058825,0.05485232067510549,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,Benign,0.7975617581007379,0.4972,0.6125415794012566,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,Bot,0.9938363654438811,0.9997,0.9967595593000648,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,Brute Force,0.9691498859240155,0.977,0.9730591106020616,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,DDoS,0.9665837891596221,0.9719,0.9692346048366991,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,DoS,0.9978332645480809,0.9671,0.9822262847856997,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,Infilteration,0.6460990803915752,0.8712,0.741951967296883,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,22,injection,0.027083333333333334,0.15294117647058825,0.04601769911504425,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,Benign,0.7924675730582904,0.5071,0.6184523446551619,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,Bot,0.9933426073131956,0.9997,0.9965111642743222,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,Brute Force,0.9696308058753473,0.977,0.9733014544730025,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,DDoS,0.9652345679012345,0.9773,0.9712298136645963,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,DoS,0.998967048858589,0.9671,0.9827752654844775,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,Infilteration,0.648048048048048,0.8632,0.7403087478559177,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,edge_mlp,33,injection,0.030952380952380953,0.15294117647058825,0.05148514851485148,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,Benign,0.8612678393627614,0.519,0.6476974915761887,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,Bot,0.9987016878058524,1.0,0.9993504222255534,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,Brute Force,0.9869959677419354,0.9791,0.9830321285140562,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,DDoS,0.9759671746776084,0.999,0.9873492785135403,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,DoS,0.9994941319303926,0.9879,0.9936632468316234,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,Infilteration,0.655965603726263,0.9154,0.7642663327071593,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,11,injection,0.6078431372549019,0.36470588235294116,0.45588235294117646,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,Benign,0.7987363432934053,0.6068,0.6896630107404671,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,Bot,0.9991008092716556,1.0,0.999550202408916,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,Brute Force,0.9916025900445163,0.9801,0.9858177429088715,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,DDoS,0.9765189316113884,0.9981,0.9871915335542258,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,DoS,0.9992952783650458,0.9926,0.995936386896102,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,Infilteration,0.6832202842377261,0.8461,0.7559864188706219,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,22,injection,0.5263157894736842,0.35294117647058826,0.4225352112676056,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,Benign,0.8853768669676971,0.5098,0.6470364259423784,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,Bot,0.9994003597841296,1.0,0.9997000899730081,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,Brute Force,0.9775471509829359,0.9796,0.97857249887618,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,DDoS,0.9759671746776084,0.999,0.9873492785135403,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,DoS,0.9995913780774338,0.9785,0.9889332457425842,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,Infilteration,0.6561006466123137,0.9335,0.7705960046227506,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage,33,injection,0.6382978723404256,0.35294117647058826,0.45454545454545453,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,Benign,0.9173083975064174,0.5003,0.6474699107027306,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,Bot,0.9993004896572399,1.0,0.99965012245714,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,Brute Force,0.9915974893703179,0.9795,0.9855116208874132,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,DDoS,0.9748341786968396,0.9994,0.9869642504444005,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,DoS,0.9993958920660492,0.9926,0.9959863536022476,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,Infilteration,0.6568181818181819,0.9537,0.7778955954323001,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,11,injection,0.7142857142857143,0.35294117647058826,0.47244094488188976,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,Benign,0.8681933842239186,0.5118,0.6439760931110412,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,Bot,0.999000999000999,1.0,0.9995002498750625,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,Brute Force,0.9859991941982272,0.9789,0.98243677238057,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,DDoS,0.9754954603143611,0.9992,0.9872054537370943,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,DoS,0.9992910674498683,0.9867,0.992955620408574,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,Infilteration,0.6541492155888408,0.9215,0.7651430232075394,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,22,injection,0.6458333333333334,0.36470588235294116,0.46616541353383456,85.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,Benign,0.8853948287910552,0.5068,0.6446196896464004,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,Bot,0.9989012086704625,1.0,0.9994503023337165,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,Brute Force,0.9873966525509176,0.9793,0.9833316598052013,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,DDoS,0.9755978526110298,0.9995,0.9874042973573722,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,DoS,0.9991908566804896,0.9879,0.993513350429929,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,Infilteration,0.6548120089786756,0.9335,0.7697064643799473,10000.0
NF-CSE-CIC-IDS2018-v2,multiclass,sage_edge,33,injection,0.6818181818181818,0.35294117647058826,0.46511627906976744,85.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,11,Benign,0.5738929088277858,0.9914,0.7269660861594867,10000.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,11,Attack,0.9979911235692596,0.8530298492562643,0.9198342214328005,50085.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,22,Benign,0.5728727398763792,0.9917,0.7262275273699242,10000.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,22,Attack,0.9980595688969935,0.8523709693521014,0.9194800719370227,50085.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,33,Benign,0.5710825307111137,0.9902,0.7243864076959655,10000.0
NF-CSE-CIC-IDS2018-v2,binary,edge_mlp,33,Attack,0.9977073878257615,0.8515124288709195,0.9188309939567602,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage,11,Benign,0.6184924247147577,0.992,0.7619340220438573,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage,11,Attack,0.9981837170231121,0.8778276929220326,0.934144968182639,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage,22,Benign,0.6221414698327172,0.993,0.7649936443126227,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage,22,Attack,0.9984135617804369,0.8795847059998003,0.9352397329342207,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage,33,Benign,0.6178236397748593,0.9879,0.7602154674874952,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage,33,Attack,0.9972559247080168,0.8779874213836478,0.9338288383945637,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,11,Benign,0.6221664050235479,0.9908,0.7643587270973964,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,11,Attack,0.9979166666666667,0.879864230807627,0.9351795851238792,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,22,Benign,0.6244869609143145,0.989,0.7655687579827379,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,22,Attack,0.9975140119327427,0.8812618548467606,0.9357912925487369,50085.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,33,Benign,0.6244178728760227,0.9922,0.7664735419080726,10000.0
NF-CSE-CIC-IDS2018-v2,binary,sage_edge,33,Attack,0.9982350944677,0.8808425676350204,0.9358718710224863,50085.0
